Transacciones_ATM,ticket_promedio_diarioATM,Monto_Neto_ATM
398453,128.377412141,51152365
475279,134.382392237,63869129
366275,114.666510136,41999476
244400,97.438645663,23814005
330553,129.570362393,42829872
288547,108.774255147,31386485
307845,103.833718267,31964691
270843,91.127989278,24681378
302431,94.964124048,28720095
291236,93.981781098,27370878
210491,72.275774261,15213400
203410,82.227368369,16725869
277120,113.068782477,31333621
313798,113.987836124,35769155
419922,124.479758146,52271789
381699,114.468295699,43692434
241137,78.795668023,19000551
228649,92.932739701,21248978
222660,83.312912063,18550453
206095,80.953545695,16684121
253369,88.368845439,22389926
229356,83.145176058,19069845
146755,63.320704576,9292630
202608,75.732907881,15344093
126583,68.954970257,8728527
221403,76.358473011,16905995
203972,78.071867707,15924475
332682,113.94659164,37907980
318359,104.290477103,33201812
200482,86.174998254,17276536
364620,114.903954802,41896280
272388,94.129726713,25639808
232381,79.061975807,18372501
216540,79.591391891,17234720
255750,84.180363636,21529128
253363,83.051558436,21042192
156413,63.615690512,9950321
191241,73.897448769,14132222
181307,71.326490428,12931992
186251,68.608474585,12778397
226028,81.08456032,18327381
303699,102.852498691,31236201
282681,97.261404198,27493951
174343,76.763225366,13383131
270145,102.574654352,27710030
384497,118.695851983,45638199
299510,95.515745718,28607921
248934,87.965645512,21897640
251446,87.599297662,22026493
262208,88.709310929,23260291
166067,68.060981411,11302683
225984,84.071513912,18998817
196444,77.182464214,15162032
201785,75.362400575,15207002
260863,101.342095276,26436403
368678,116.018935223,42773629
255844,96.393521052,24661704
137701,71.874532502,9897195
140114,69.637459497,9757183
115181,64.674590427,7449284
228307,91.536102704,20898333
369135,112.850553321,41657089
305749,95.093216985,29074656
315940,91.803041717,29004253
189364,70.933271372,13432208
249554,81.453697396,20327096
249588,82.563372438,20606827
215530,71.741919918,15462536
202915,73.37970086,14889842
248210,83.835042907,20808696
277550,95.442356332,26490026
171838,75.077933868,12901242
222898,88.094805696,19636156
285559,102.527081969,29277531
441380,125.912737324,55575364
317680,103.814583858,32979817
304004,93.703941396,28486373
290422,92.347638953,26819786
188506,70.751419053,13337067
233299,84.434901135,19698578
197001,76.275369161,15026324
194698,71.647423189,13949610
185611,73.041996433,13557398
229675,86.029341461,19758789
280834,100.300002849,28167651
184283,87.623020029,16147433
256442,124.242955522,31861112
245404,111.076962886,27258731
321116,116.885614544,37533841
403177,117.344769171,47310712
353400,96.286949632,34027808
301574,90.817613587,27388231
190899,69.222023164,13214415
222272,76.491937806,17002016
241476,80.705854826,19488527
208477,70.415508665,14680014
202800,71.492209073,14498620
242512,82.429026193,19990028
284859,97.367659087,27736054
177445,74.445800107,13210035
215936,84.48442131,18243228
251051,96.119083373,24130792
368344,117.432850813,43255686
403384,118.959170418,47986226
120480,84.55312085,10186960
199453,82.86759788,16528191
163969,74.524916295,12219776
264367,91.458725938,24178669
214098,83.978762062,17979685
205686,77.059128964,15849984
247336,82.946857716,20515744
234657,84.644604678,19862449
240678,84.078719285,20235898
154243,64.720175308,9982634
188999,72.869263859,13772218
217668,81.516056563,17743437
256619,92.158702201,23649674
269060,98.057422136,26383330
439069,127.440144943,55955017
434380,125.891535061,54684765
241832,91.843101823,22210601
291728,96.240545988,28076062
249203,82.475459766,20553132
234183,73.090510413,17116555
232361,76.341434234,17738772
268115,82.700020514,22173116
249121,81.371385792,20271321
163145,62.793901131,10244511
190911,68.780636003,13130980
193105,70.448605681,13603978
233176,75.178517515,17529826
266413,98.601205647,26268643
341407,113.148353724,38629640
326465,101.223843291,33046042
201637,83.925757673,16922538
364899,111.435920625,40662856
192139,85.56063579,16439535
269568,88.536009467,23866475
225020,82.660421296,18600248
263888,86.325528254,22780271
241101,82.771639272,19956325
154086,64.051036434,9869368
189954,73.698448045,13999315
180679,71.94010372,12998066
186639,68.559277536,12795835
211360,79.22788134,16745605
288956,102.973670732,29754860
285953,99.29125066,28392631
183286,80.517480877,14757727
286819,103.423252992,29663754
373908,112.053689678,41897771
281772,85.566149227,24110145
231685,77.338351641,17918136
253183,83.823921827,21222792
254764,80.25087532,20445034
164064,64.028622976,10504792
191558,71.695502146,13733847
186179,71.250769421,13265397
187309,66.049522447,12371670
184764,71.807803468,13267497
296779,100.784263711,29910653
254328,88.963307225,22625860
169709,72.498158613,12303590
223869,86.10559747,19276374
303226,108.366789128,32859628
382882,110.837973579,42437865
302621,94.946365256,28732764
281735,90.770127957,25573122
259590,88.732343311,23034029
160697,69.110991493,11105929
200110,79.960871521,16000970
225652,85.800374027,19361026
197101,72.745485817,14338208
185754,73.718321005,13693473
216972,79.706505909,17294080
217878,85.287619677,18582296
141216,63.635791978,8986392
176707,71.754571126,12679535
195859,78.507288406,15376359
269167,103.065297752,27741777
322943,109.989286035,35520270
425082,119.768068279,50911250
324901,98.032837695,31850967
191302,86.093684332,16469894
272100,124.883586917,33980824
216520,102.246517643,22138416
254456,89.591650423,22797133
203181,77.60054828,15766957
220662,79.177398011,17471443
213561,81.273757849,17356905
135187,63.607403079,8598894
196010,73.588954645,14424171
189410,75.817243018,14360544
252482,101.106352136,25527534
250231,97.796284233,24471662
407159,122.849375797,50019229
370826,112.387666992,41676269
194109,83.264665729,16162421
245198,91.684047178,22480745
222882,83.06526772,18513753
211405,74.913630236,15837116
240443,82.309848904,19790827
223865,76.205204029,17059678
227467,80.60052667,18333960
149514,60.991893736,9119142
177272,69.767413918,12367809
198576,75.463127468,14985166
189407,69.842883315,13228731
268103,104.483571612,28012359
405465,120.767097037,48966831
386176,113.045771876,43655564
208717,83.538590532,17435924
265558,87.538838973,23246639
222071,78.332119007,17395292
212158,70.495116847,14956103
201591,71.384774122,14390528
250281,83.390465117,20871049
232698,80.923987314,18830850
145160,61.580890052,8939082
174028,67.998936953,11833719
249997,70.98997988,17747282
238778,75.288355711,17977203
256633,97.01558646,24897401
338447,109.492390241,37057371
319220,105.269105946,33604004
207761,85.766900429,17819017
342321,113.182559644,38744767
291363,95.40322553,27796970
247853,84.749206183,21005345
231129,80.184507353,18532965
300022,87.238702495,26173530
323598,91.145442802,29494483
204042,68.581022535,13993409
237511,76.605479325,18194644
215314,71.608390537,15418289
210764,66.381336471,13990796
209080,74.01288502,15474614
314086,100.700368689,31628576
294717,93.751972231,27630300
188966,73.078379179,13809329
243013,91.57507623,22253934
348901,119.018429297,41525649
431763,126.626144436,54672484
332368,98.73213727,32815403
303546,87.670214729,26611943
296903,87.078109686,25853752
187994,67.91169399,12766991
247892,79.412542559,19685734
213168,70.27883172,14981198
199687,65.555494349,13090580
194266,67.335133271,13080927
252430,81.607225766,20600112
290482,95.868019361,27847934
176112,74.682650813,13152511
229351,85.544222611,19619653
246176,89.838452977,22116071
311981,107.436404781,33518117
378515,112.502460933,42583869
343651,97.940416294,33657322
292908,93.212517241,27302692
175579,70.403943524,12361454
225185,83.540577747,18812085
203392,80.545867094,16382385
235265,82.685652349,19453040
203054,75.523062831,15335260
226951,80.593758124,18290834
221679,80.191186355,17776702
158661,63.891290235,10137056
205146,77.3167159,15861215
237245,95.373917259,22626985
239974,87.403402035,20974544
255990,95.565451775,24463800
336580,117.401637055,39515043
384239,114.309531307,43922180
215653,94.083560164,20289402
301843,123.264833042,37206627
244919,102.988412496,25223819
215442,84.713208195,18250783
246624,86.266673154,21275432
234192,82.569515611,19337120
218973,80.220949615,17566222
144890,61.85393747,8962017
183531,71.306493181,13086952
221084,79.947929294,17675208
243370,95.254550684,23182100
263280,95.802206776,25222805
400618,118.904120634,47635131
388801,113.847965926,44264203
217194,83.925149866,18228039
272866,93.194036633,25429484
229979,83.379460733,19175525
215621,75.137699946,16201266
212394,74.84659642,15896968
278574,85.999842053,23957320
240240,81.199354812,19507333
154886,61.439749235,9516157
184886,70.29199074,12996005
171746,71.709320741,12315789
212547,75.987259289,16150864
234332,96.676591332,22654419
330037,108.505679666,35810889
328738,107.383049723,35300889
207844,86.500769808,17978666
358031,111.267884625,39837352
274715,88.2652458,24247787
232205,74.286526991,17249703
212305,73.055062292,15509955
254443,84.163694816,21414863
251601,81.902091009,20606648
158612,62.326570499,9885742
183191,69.824363642,12791195
184008,71.00515195,13065516
184934,67.905414905,12558020
222109,78.186489516,17365923
299407,105.47574038,31580175
289568,99.509641949,28814808
179249,78.438602168,14060041
279794,102.896180762,28789734
390022,117.549299783,45846813
315003,96.49384609,30395851
280941,94.815900848,26637674
290458,96.878398942,28139106
168613,72.071400189,12152175
127945,61.307733792,7844018
133002,66.564292266,8853184
215587,76.267502215,16442282
204891,73.221659321,15002459
191825,72.583875929,13923402
261319,87.970193518,22988283
208778,93.918310358,19608077
169396,76.007969492,12875446
243585,92.839587824,22614331
245725,91.676667006,22527249
336183,110.576587751,37173969
398928,115.296587354,45995037
336144,94.652836284,31816983
286472,87.610712391,25098016
183485,67.664828188,12415481
211966,75.197097648,15939228
249357,82.228451577,20504240
214017,69.720484821,14921369
215606,71.377410647,15389398
260937,81.15090999,21175275
257943,84.054612841,21681299
165188,64.438766739,10644511
210976,76.231471826,16083011
313712,108.083210078,33907000
219857,93.826700992,20628457
330714,107.973412072,35708319
430810,118.882101158,51215598
336404,105.534241567,35502141
205603,81.945326673,16848205
269067,94.577384072,25447653
313631,95.602918717,29984039
319677,95.860568636,30644419
285814,87.619241885,25042806
341080,94.112410578,32099861
199058,79.114484221,15748371
180100,70.029794559,12612366
243977,81.565495928,19900105
233598,79.393736248,18546218
302533,107.10480179,32402737
319140,105.666901673,33722535
462834,134.275187216,62147122
431300,128.506779504,55424974
271362,105.551882725,28642770
357283,131.625089915,47027407
319977,114.857680396,36751816
295037,98.587363619,29086920
316328,103.317309881,32682158
308859,95.506163006,29497938
291377,95.950764817,27957846
222877,78.837071569,17570970
288757,79.857277919,23059348
223570,83.763224046,18726944
299982,119.407281104,35820035
425487,130.194821463,55396204
389402,118.531889924,46156555
250146,89.4772253,22382370
302935,87.92480235,26635500
236868,90.488930544,21433932
233648,84.231052695,19680417
263475,89.12111206,23481185
246544,84.419880427,20813215
156510,63.646220689,9961270
205445,76.050349242,15624164
202541,73.642857496,14915698
132439,69.055957837,9145702
236537,77.491398809,18329583
294367,102.535172081,30182971
274319,95.187070527,26111622
174441,76.477496689,13340811
292732,104.513315934,30594392
387530,119.272817588,46221795
288357,91.079533356,26263421
240018,81.343420077,19523885
280779,86.796024631,24370501
261862,83.507985122,21867568
158714,64.794542384,10283801
203732,74.890562111,15257604
193956,73.335550331,14223870
182515,69.705443388,12722289
178557,74.190448988,13247224
231986,84.546050193,19613500
257584,93.936125691,24196443
147653,72.626394316,10723505
248384,93.922571502,23328864
309442,110.639644909,34236553
377352,112.60638608,42492245
300960,96.153173179,28938259
290055,90.532299047,26259346
265082,88.364887092,23423941
163352,66.956700867,10937511
213455,80.487732777,17180509
241745,84.670375809,20468640
206025,72.350772964,14906068
194809,73.526366852,14323598
230987,81.779914021,18890097
231728,82.427121453,19100672
149360,63.044978575,9416398
191821,75.725707821,14525781
258248,103.307553205,26678969
267427,90.934176429,24318254
336302,109.196829041,36723112
404671,115.727524335,46831573
312177,96.062560663,29988522
181947,71.619702441,13030990
234031,80.974417919,18950524
214788,75.817615509,16284714
258700,81.19309625,21004654
230051,75.012166867,17256624
326619,86.871330204,28373827
266004,82.160102856,21854916
176664,64.81457456,11450402
226608,78.444357657,17776119
263658,101.324317866,26714967
313189,104.309318016,32668531
455229,129.022540304,58734802
394169,114.79451961,45248441
271575,97.186515695,26393428
144148,70.929045148,10224280
146333,67.771978979,9917277
117381,61.963128615,7273294
202902,79.023016037,16033928
243868,82.633502551,20151667
253315,88.728764582,22476327
262351,85.176321036,22346093
175039,64.579133793,11303867
205823,76.770851654,15801207
255095,102.836033635,26232958
255371,90.78524578,23183919
319345,112.750288873,36006241
409366,117.946680965,48283361
321442,99.837892995,32092092
213369,92.876401914,19816945
291714,132.374222698,38615414
239390,103.903609173,24873485
261466,92.988109353,24313229
213804,82.102673477,17553880
231010,84.314821869,19477567
231113,81.755426999,18894742
171085,66.296881667,11342402
242712,76.792140479,18638374
254692,77.887299169,19837272
296111,100.238407219,29681695
287051,97.662202884,28034033
424134,119.420256334,50650191
393432,113.827596637,44783419
210735,83.200763993,17533313
254051,91.639899075,23281208
224948,82.153359888,18480234
217950,74.541399404,16246298
210725,76.390997746,16097493
281770,90.560435816,25517214
248101,84.960923172,21078890
162831,64.357278405,10479360
193759,71.624048431,13877804
189509,72.408439705,13722051
225679,75.077167127,16943340
217344,77.034447696,16742975
380637,118.779041449,45211698
370753,115.29421205,42745675
244592,93.659212076,22908294
405566,125.081495983,50728802
315412,98.460990704,31055778
293266,87.630294681,25698986
299235,91.725500025,27447480
105562,68.541624827,7235391
183993,70.918866479,13048575
153545,61.606532287,9459375
233133,72.821818447,16977169
199972,72.741668834,14546297
203161,69.270863995,14073138
246520,76.708457732,18910169
307077,102.49463164,31473744
306393,97.52631098,29881379
195511,76.256911376,14909065
287747,101.484842587,29201959
411190,119.920703324,49310194
217694,87.202747894,18983515
279604,92.393928556,25833712
299658,92.248386494,27642967
253649,88.744532799,22509962
110781,65.829591717,7292668
203258,74.80143463,15203990
190536,75.513677205,14388074
181146,69.859533194,12654775
184445,68.780959093,12686304
248922,82.830818489,20618413
284842,99.767242893,28417901
179430,74.196048598,13312997
233704,87.530564304,20456243
317468,108.836855998,34552219
411348,116.475820959,47912096
293818,90.502280323,26591199
278898,86.356087172,24084540
263351,85.421881823,22495938
185743,66.472502328,12346802
236789,78.213975311,18520209
209139,71.627262251,14980054
200635,65.536865452,13148989
196250,66.936499363,13136288
233786,78.442284825,18338708
250886,83.717588865,21003571
160011,64.012142915,10242647
206373,77.97154182,16091221
276123,104.481260163,28849679
331771,105.299938813,34935466
404067,116.652857076,47135570
347594,99.522350789,34593372
278625,91.876331987,25599043
180739,71.091474447,12849002
228351,85.496608292,19523236
209619,80.157571594,16802550
251550,82.459340091,20742647
194366,73.59909655,14305162
223626,77.125772495,17247328
222794,81.094329291,18067330
162857,63.17477296,10288454
200369,73.751174084,14777449
186417,68.863869711,12837396
211920,74.62919026,15815418
297003,106.448658768,31615571
435910,120.958814893,52727157
395950,109.466970577,43343447
220621,96.073592269,21195852
319432,127.55555486,40745326
252531,105.93847488,26752749
226916,86.656626241,19663775
247775,86.809896075,21509322
224430,80.507940115,18068397
230784,81.702418712,18855611
149811,61.309603434,9184853
176975,68.733047041,12164031
213195,78.168535847,16665141
256460,94.94541449,24349701
272948,98.479743394,26879849
423542,119.478918265,50604340
389591,113.153389067,44083542
202618,77.568567452,15716788
164185,78.887669397,12952172
263630,89.582422334,23616614
230654,79.664623202,18374964
214501,77.208194834,16561235
268411,86.289835364,23161141
239653,82.129967077,19682693
147337,60.445122406,8905803
182407,68.671470941,12526157
175636,67.954138104,11935193
217898,71.521528422,15584398
206980,74.421818533,15403828
405602,112.292634159,45546117
365874,104.248293128,38141740
227205,85.67395964,19465552
376838,112.694911341,42467725
299115,87.759396887,26250152
255142,74.79258217,19082729
228389,71.033758193,16223329
272685,80.166727176,21860264
267316,79.551070643,21265274
171844,58.832039524,10109933
185195,67.765063852,12549751
185251,64.948183815,12031716
188132,63.310654222,11910760
233307,78.38577068,18287949
307125,105.209416361,32312442
295759,97.053293391,28704385
187190,75.099262781,14057831
286281,98.95993447,28330349
398703,116.596218238,46487262
312403,91.163436331,28479731
258939,83.965744828,21742006
293314,83.519617202,24497473
323479,89.625623302,28992007
213949,68.253831521,14602839
272036,82.953031952,22566211
226293,72.831603275,16481282
228863,67.396267636,15424512
219295,70.267384117,15409286
269684,82.849008469,22343052
307109,94.002357469,28868970
189238,72.057007578,13635924
238013,84.642238029,20145953
281121,91.788777786,25803753
366210,114.785347205,42035542
419699,126.164184332,52950982
364876,98.824800754,36058798
324806,88.613704796,28782263
209731,67.176731146,14089043
243696,75.556197065,18412743
231582,78.265154459,18124801
245375,68.441524198,16793839
220865,67.985420959,15015600
260929,77.342587447,20180924
259232,78.9601901,20469008
173637,61.233953593,10632480
210388,71.758893093,15097210
278785,99.3802536,27705724
260438,85.895410808,22370429
336820,105.939219761,35682448
432815,110.943920613,48018193
336808,97.577159687,32864768
195122,72.895583276,14223532
242955,85.20002058,20699771
225105,81.354976566,18313412
216867,73.679605472,15978675
254862,83.19860552,21204163
239076,79.066803025,18902975
230368,77.822136755,17927730
159749,59.904932112,9569753
192659,68.693847679,13234488
223509,76.881615505,17183733
256945,89.993562825,23123396
250571,90.565819668,22693168
405014,113.830445367,46102924
396468,107.60775649,42663032
238754,99.010709768,23639203
335596,128.329190455,43066763
268496,104.946252458,28177649
238479,85.178363713,20313251
217104,79.434137556,17245469
284873,86.773225262,24719349
248022,78.026066236,19352181
160095,59.673618789,9553448
194919,66.99587521,13058769
190980,68.578275212,13097079
239882,75.370323743,18079984
273613,96.912047308,26516396
361844,104.040202408,37646323
344895,101.38501283,34967184
219027,81.500454282,17850800
355113,111.08371983,39447273
282505,90.063428966,25443369
252997,79.391075784,20085704
229745,76.136333761,17491942
278801,83.632913799,23316940
264999,83.409661923,22103477
166942,60.893022726,10165603
205308,69.510627935,14271088
191838,68.411498243,13123925
187853,65.267927582,12260776
227680,75.313409171,17147357
306318,100.1342102,30672911
294148,94.053163714,27665550
178327,74.405883573,13268578
291348,97.329636723,28356795
402609,113.642320465,45753421
297410,83.440365152,24815999
252657,76.923204186,19435186
284473,83.460054205,23742132
268421,79.525394809,21346286
167366,61.37427554,10271967
212146,68.083503813,14443643
191509,66.338365299,12704394
241384,67.093440327,16195283
254330,71.955365077,18300408
349828,96.811247242,33867285
292426,88.923919214,26003666
188334,69.284361825,13048601
234168,83.09722934,19458712
310284,104.819252685,32523737
400119,108.751189021,43513417
332266,95.265561327,31653507
343929,97.152679768,33413624
275709,87.729152839,24187717
145279,61.420219027,8923068
138738,59.075538065,8196022
142890,62.661074953,8953641
226628,75.114835766,17023125
216496,71.39481099,15456691
241611,78.804623962,19040064
274068,94.88432068,26004756
144961,70.008064238,10148439
154214,71.438805815,11016864
250696,87.625167534,21967279
255570,86.563571624,22123052
351073,106.253878823,37302868
424071,115.458701491,48962687
334779,94.380597349,31596642
206182,69.507716483,14331240
248980,76.480199213,19042040
231022,73.049306992,16875997
275542,76.366423268,21042157
224809,68.561659008,15413278
238822,71.640929228,17109430
239832,75.314086527,18062728
172874,59.617096845,10306246
222168,72.210178784,16042791
232131,76.655397168,17794094
369433,101.276761957,37414978
227198,97.954145723,22254986
420123,117.391811446,49319000
404710,113.340263398,45869938
235933,82.801494492,19535605
296064,94.949841926,28111230
257687,86.972897352,22411785
281147,83.871113688,23580112
366289,97.497323152,35712197
330590,89.582528207,29615088
328141,87.453655593,28697130
174048,67.671952565,11778168
169409,68.620569155,11624942
254034,76.612831353,19462264
253368,75.535849042,19138367
330023,111.978501498,36955481
464358,131.889906064,61244133
451594,126.718986523,57225534
296565,110.297492961,32710376
383870,135.833370672,52142356
327814,114.158254376,37422674
298128,94.933310524,28302278
283752,87.61906524,24862085
348788,96.920969185,33804871
295309,88.759025292,26211339
205018,72.676262572,14899942
292156,83.201248648,24307744
311194,80.07703876,24919494
272589,100.813033541,27480524
350446,120.025227853,42062361
324442,102.367134958,33212198
234697,84.110972871,19740593
408467,113.223912825,46248232
350977,88.388689287,31022397
249816,85.060220322,21249404
270868,86.894354446,23536900
252421,80.181779646,20239565
169830,61.873644232,10508001
225288,74.503231419,16784684
205749,70.292715882,14462656
243352,76.279262139,18562711
160617,77.176363648,12395836
293525,91.20447662,26770794
258230,82.144572668,21212193
172433,66.331699849,11437774
249783,87.200750251,21781265
312551,103.998873784,32504952
397298,109.032894704,43318551
294467,87.202386006,25678225
282164,80.451187962,22700429
275011,78.074204305,21471265
182345,62.477386273,11392439
248312,76.538765746,19005494
216723,69.912588881,15151666
213133,65.375436934,13933663
201423,68.078660332,13712608
278447,88.464494141,24632673
277699,86.481935477,24015947
175102,68.396997179,11976451
236379,83.975704272,19850093
254441,88.515875979,22522068
314321,99.027296935,31126359
387048,108.037388128,41815655
351314,91.521004002,32152610
294954,85.493717664,25216714
183803,64.563402121,11866947
232128,81.162841191,18840168
216375,74.61038937,16143823
263764,79.416285012,20947157
216503,72.672184681,15733746
236983,76.572576936,18146399
235449,76.617118782,18039424
163383,60.313251685,9854160
214923,73.716112282,15843288
240703,87.394943146,21036225
257483,84.611811265,21786103
284415,90.914262609,25857380
431944,108.097088974,46691889
385258,103.102918045,39721224
214594,72.839291872,15630875
265386,80.841758797,21454271
237025,74.00195338,17540313
246133,72.655243303,17882853
286553,85.206453954,24416165
311079,91.115716586,28344186
239013,82.536221879,19727230
138862,61.814225634,8583647
136825,58.225126987,7966653
113194,54.306597523,6147181
177913,69.32953185,12334625
357817,117.159559216,41921682
445347,124.251585842,55335071
405031,110.534388726,44769854
237968,77.537488234,18451441
311535,90.70274929,28257081
285494,82.507667412,23555444
262237,75.80607237,19879157
280974,81.925032209,23018804
264213,78.593543845,20765436
260958,77.473704581,20217383
206948,89.406807507,18502560
265556,120.935200108,32115068
261590,102.623567415,26845299
252237,104.545558344,26370258
266667,111.534483082,29742566
381407,125.614569213,47910276
337709,114.765913849,38757482
173921,87.175171486,15161593
231592,105.458841411,24423424
171433,90.626232989,15536327
148985,83.123247307,12384117
134596,86.347528901,11622032
201701,108.5516284,21894972
141597,102.126217363,14460766
114962,97.748751761,11237392
109416,114.222663961,12497787
141686,147.64757986,20919595
130791,138.388176556,18099928
152895,147.171948069,22501855
153921,145.978566927,22469167
127153,130.859570753,16639187
124445,122.353103781,15226232
118752,104.161412018,12369376
105545,96.786953432,10215379
157753,112.245542082,17707071
118224,119.045379957,14074021
178277,135.905259792,24228782
182696,143.40165083,26198908
189296,131.547930226,24901497
150753,110.42028351,16646189
139443,105.7643123,14748093
161220,108.845856593,17548129
128110,92.242580595,11817197
147176,110.83864217,16312788
146518,120.325468543,17629847
173595,124.8349146,21670717
157893,129.883440051,20507686
215257,127.907756774,27533040
102338,102.613926401,10501304
139467,106.541841439,14859071
184690,113.841859332,21025453
133677,102.753390636,13735765
140513,96.918591162,13618322
142683,89.122046775,12716201
146528,107.811694693,15797432
171080,110.512777648,18906526
139865,112.958538591,15798946
191875,121.553500977,23323078
195881,123.053215983,24103787
139879,99.35424188,13897572
137287,93.445526525,12828856
141224,94.725662777,13377537
162351,100.972134449,16392927
158138,95.210227776,15056355
129041,86.973892019,11223198
121499,76.978131507,9352766
140507,87.861651021,12345177
153385,106.431293803,16324964
136703,116.071768725,15867359
162915,113.201841451,18442278
206188,127.863338313,26363886
174081,111.15611698,19350168
201339,105.679292139,21277363
141389,97.552185814,13792806
142694,91.30750417,13029033
137453,89.164703571,12255956
204139,98.841627519,20177431
147487,84.98112376,12533611
190169,161.320215177,30678104
160068,132.787359122,21255007
144712,118.729980928,17181653
161750,117.782225657,19051275
227662,134.11390131,30532639
179251,115.22862355,20654846
215959,121.533781875,26246314
185021,107.766118441,19938995
151966,95.896207046,14572963
142050,89.307828229,12686177
188766,95.947612388,18111647
168420,87.521440447,14740361
141104,85.325788071,12039810
129905,85.529379162,11110694
125607,85.379453374,10724257
169638,107.362436482,18212749
193276,120.94409549,23375591
164455,107.957562859,17754161
195778,116.633482822,22834270
208579,120.548607482,25143908
178106,106.845490887,19029823
159055,96.817377637,15399288
191144,100.084397104,19130532
150637,92.435311378,13924178
158531,87.182790748,13821175
142150,87.72374956,12469931
127275,83.490771951,10626288
132666,84.365707868,11192461
184537,107.939302145,19918795
152853,99.793612163,15253753
168977,106.057605473,17921296
210279,123.019997242,25868522
231319,120.73667965,27928688
193748,101.973290047,19757121
194169,90.556190741,17583205
191123,94.849463435,18127914
166292,91.377005508,15195265
138582,85.308950657,11822285
142635,84.529722719,12056897
185127,90.216289358,16701471
196933,112.946352313,22242864
183605,109.046567359,20021495
206145,121.067185719,24957395
243386,119.582531452,29104714
243984,102.929733097,25113208
182598,95.210506139,17385248
154940,91.527855944,14181326
198681,100.956357176,20058110
213981,100.010500932,21400347
247854,96.866550469,24008762
194767,90.73833863,17672834
185954,104.572163008,19445612
179220,110.120695235,19735831
204696,113.816063821,23297693
311763,132.42250684,41284438
237306,109.427692515,25967848
185388,97.167130559,18013620
192977,95.671162885,18462334
203807,97.114421978,19792599
216027,89.419262407,19316975
179683,83.240328801,14956872
171696,89.046995853,15289013
186466,104.963408879,19572107
208767,112.258848381,23435943
275590,121.934761784,33604001
184730,105.712613003,19528291
225363,102.829395242,23173941
180267,96.30345543,17360335
164779,89.414658421,14733658
157771,88.003295916,13884368
236375,97.954923321,23154095
156210,87.33324371,13642326
231160,146.846379131,33945009
183495,124.357791765,22819033
165686,110.534915442,18314088
193478,112.61754308,21789017
233047,115.938720516,27019171
165529,97.06864054,16067675
243193,113.404789612,27579251
252114,113.09444537,28512693
207145,95.408182674,19763328
180240,87.595367288,15788189
248164,96.956153995,24061027
168001,84.003970214,14112751
242073,85.851131683,20782241
198004,84.40989576,16713497
178626,80.303662401,14344322
156050,80.344857417,12537815
241780,105.299313425,25459268
184109,88.9610937,16378538
207685,98.562115704,20469873
244755,114.765357194,28089395
259897,115.372597606,29984992
232535,99.053579031,23033424
224790,94.312491659,21200505
187522,85.483255298,16029991
256024,95.028618411,24329607
178788,85.434604112,15274682
173572,81.37975019,14125246
160891,77.758047374,12510570
202314,82.396724893,16670011
176921,76.933993138,13611239
220945,99.413813392,21964985
195643,96.001686746,18782058
248758,111.550518978,27749084
299988,111.823922957,33545835
261667,95.873228187,25086860
223033,83.587930934,18642867
198635,79.48956629,15789410
245277,94.425580058,23160423
198206,82.321589659,16316633
181536,78.691730566,14285382
205032,81.923772874,16796995
198639,79.621776187,15815990
173158,74.921020109,12973174
208928,105.294364566,21998941
212480,98.497882154,20928830
258102,113.014614377,29169298
333273,115.251040438,38410060
266167,100.435594946,26732641
135505,79.771292572,10809409
247657,96.17419657,23818213
115805,77.496904279,8974529
138312,74.678480537,10328930
127163,74.698292742,9498859
220528,85.818095661,18925293
191181,80.344694295,15360379
120882,78.492645721,9488348
217799,92.104146484,20060191
141056,83.684260152,11804167
195852,87.91081531,17217509
215161,95.439721883,20534906
299616,116.541192727,34917606
295519,109.368328263,32320419
147017,82.208540509,12086053
217462,88.147198131,19168666
189000,81.36894709,15378731
185987,74.768091318,13905893
178055,75.822959198,13500657
262615,95.001412714,24948796
213728,82.573860234,17648346
122192,64.071837764,7829066
181971,75.215100208,13686967
170449,75.064318359,12794638
230441,95.691808315,22051316
214574,98.037143363,21036222
313799,118.422407337,37160833
228277,102.206332657,23331355
142635,82.242352859,11730638
280254,111.577593897,31270067
245078,101.510784322,24878060
215503,88.385813655,19047408
241193,93.171758716,22472376
333519,109.743843679,36601657
274566,98.731616442,27108345
182417,108.869628379,19859671
318377,132.436944252,42164877
138512,91.639273132,12693139
208412,103.805889296,21634393
251187,114.681014543,28806380
276940,119.008034231,32958085
259555,106.376891218,27610654
173695,97.985474539,17019587
266384,119.658252748,31875044
331919,130.67655663,43374032
278565,105.815389586,29476464
239284,99.332211932,23768609
290762,116.450846397,33859481
257643,104.917808751,27031339
165628,84.054362789,13921756
275891,92.290846747,25462214
309025,91.690219238,28334570
326053,94.064725673,30670086
319235,105.15199148,33568196
283895,122.782010955,34857199
295360,130.871766658,38654285
344483,124.569131133,42911948
333597,102.911587934,34330997
183235,98.961481158,18133207
219783,107.082745253,23534967
182980,96.72520494,17698778
167445,89.903640001,15053915
214002,89.519270848,19157303
179089,86.438273707,15480144
198195,109.701147859,21742219
184732,104.056113721,19222494
244419,115.128161068,28139510
316635,113.282912502,35869335
230063,91.029344136,20942484
196501,88.425524552,17375704
252615,98.166957623,24798446
211735,87.356053558,18496334
238534,86.007709593,20515763
216444,83.560472917,18086163
182595,83.193564994,15190729
218745,107.504656106,23516106
227990,103.011693495,23485636
